sadness,Wookei why did you never accept my psn friend request
sadness,@davidaKaplan As do I  Leopold says hello.
sadness,because my dad has the tv to loud. Then i get creeped out cuz im from a dodgy neighbourhood and there was someone in my bush.
sadness,just got home.. downtown was dead.. plus im kinda under the weather and i gotta get up for work tomorrow
sadness,"Yesterday a friend of mine was thrown off his horse as a lorry drove past us, ignoring us signaling for him to slow down"
sadness,Ready to go into work now.  cannot be bothered.
sadness,i really should stop relying on my family when they say their going to get me lunch
sadness,@roshnimo yup .. sad eh .. Betty man .. it should have been betty
sadness,@polyap POL! Is this song from a new album? I am really missing out on UdD!
sadness,is tired of summer already
sadness,@Trentskers Pfftt... I wish. Don't have time though.
sadness,"Mom asking if I'm feeling better after dargah visit. Dad swears he sees +ve &quot;change&quot;.  I am amused.   But yeah, still depressed"
sadness,Their songs make me want to cry..
sadness,@AshleyGofficial aww dont cry ashley
sadness,My siblings left me alone.   Bored. (:|
sadness,I wish my grandmother had taken me to the US with her
sadness,@noiselesssound I just heard that Regina girls song @ les deux! And I think u should/have 2 come back 2 mc! I miss u
sadness,"bummed i didnt get to see manchester orchestra bc it was sold out, i spent all night buying tv shows on itunes  lame"
sadness,"Well thats me for the day, watching Panthers tonight beat the Saints (fingers crossed) cause there are no QLD teams playing this round"
sadness,"@Krista_Watson I can't this weekend, sorry  And Steph is working."
sadness,just got home. im so effin sad
sadness,@lizz_xx cheer up lizzi there will b another foh hero concert   but still i suppose we can b upset  xoxoxo
sadness,"@zackintoys Sadly, it doesn't  I was so hopeful after American Doll Posse, too ... it's just so blah and vacant of dynamic."
sadness,@MommaSalty ...that's a miserable afterparty report
sadness,Not excited of blowing out another candle today... [as when I was a kid!]
sadness,sigh....it's always so sad when you watch the series finale....no more green wing left to watch
sadness,Got the BrainBone daily question wrong!  - http://bit.ly/11dd2T
sadness,The fam back on the Big Island said the vog has been so bad that they can't see the ocean. Sad!
sadness,"A sunny morning in the Big K, with lawns to mow and a 2 mile to run to attempt, urgh"
sadness,@USOuljah Ohh Emmm Geee. Souvlaki from Dimitris...I wanna go homeeee  LOL
sadness,@madeleinelaurin whys your cat in pain?
sadness,aww my poor tank friend.    his guild is fucking him over after promising him main OT. he barely even gets to go now.  ;_;
sadness,@franksting yeah... it is very very dry down here
sadness,god it pisses me off that i always enter comps &amp; never win.I am such a sore loser
sadness,Can?????®t stop loosing.  Worst month results ever... Bubble two times in a row.
sadness,"Time for bed, oh how I wish someone was laying next to me"
sadness,Today is going to be a normal day for I hope. We had a group of pilots from a large airline come in last night so it was too much drink
sadness,Can I get tonight's SYTYCD online anywhere...streamed like Hulu or paid like iTunes. I missed my favorite judge and now I can't sleep.
sadness,"I feel sick..like don't wanna get out of bed, be bothered, don't go 2 work, turn da light off, pull da shades n tv off type of sick"
sadness,"@yelainez  oist the 1st tym, di pa ko 18, the 2nd tym, may sakit na siya... don't blame me"
sadness,"getting ready for school.. reading what's going on on set in Montepulciano, and practically crying cause i'm not there"
sadness,missing Taylor like crazy  cant wait till he's back
sadness,Had a good day till he twisted his ankle on his two mile run
sadness,@J2thaESSICA yeah dnt go there.. I have 3 dif apps on my phone for it  so sad but there is a reason as to why lol
sadness,Um k.. this is NOT Close My Eyes.. this song always makes me cry bc my mom is gone but I &lt;3 it anyway..
sadness,"@SmellTheCheese I know, that is so sad.  I"
sadness,"@dj_cm  Didn't drink enough for a hangover, just tired and over worked"
sadness,where's enthusiasm in meeeee
sadness,"drinking some really nice coffee, got to go to the dentist at 9am this morning"
sadness,@jessereed did u watch the day the earth stood still? did u not see my bye when u got d/c...  im sad i left 2 and now ur gone  ily&lt;333
sadness,#DepecheMode concert next week cancelled  Alternative date not known yet. Dave Gahan had a tumor.
sadness,"its 2:08 am. I CAN'T SLEEP!!!!!  i thought it was b/c im hungry, so i whipped up a pb&amp;j with milk. hopefully it works!!!!"
sadness,Only 1 tweet in the last 24 hours?  Nobody likes my tweetboard
sadness,i'm so bored i can barely even tweet. i have nothing to talk about.  #boredboots
sadness,roughnight
sadness,Tired. About to climb into bed and fall asleep. I hope this weekend will be fun... I only have a couple of weeks left
sadness,"Bad day, just got worse..."
sadness,@irkengir It is a recession
sadness,"@Meikah Hala, I do not know that one.  Shame on me."
sadness,2moro is the end of my stay @Grandmas to bad shes in NY Then off 2Ft Laud 4a weddin Florida is fun but i miss Home and Spike(car) lol
sadness,@godfatherobie  I'm @ work and missed everythin yesterday but don't know wot? Anybody
sadness,Today feels like friday. Too bad its not
sadness,now im gettin a complex my followers are shrinking   want to make 100 b4 Sunday
sadness,@sashaostrikoff i miss you
sadness,Feeling bad that @muemerry didnt get to see UP
sadness,Disappointment really sucks!  I'm getting used to it.
sadness,"Season 1 of Lie To Me was serious. Damn, now here comes the wait."
sadness,i mean monday take the test monday!!!! please o please !
sadness,at work and tired just want to go to bed
sadness,@msalonen I feel like a Truck just hit me too! I also Resemble a man hit by a truck!
sadness,@Jazzy813 I miss my neice  can't wait to see her bad n grown ass! Lol
sadness,"Holy shit it's super sunny, Friday and Whitsun, my tube is deeeesearted. Wish I was in the park  http://tinyurl.com/ns2l55"
sadness,Ugh talk to me someone  I'm really bored.
sadness,Sleeping on the streets of nyc for a celebrity...nothing new. Wish i had a huge blanket though
sadness,OMG. Period cramps are FTL. So much pain.
sadness,Stuck in some shitty traffic! This day is going to be crap
sadness,Not a good start to the day left my money at home . So i'll hot a day me looking for free carparks
sadness,@Farctum Oh poor thing  Hope it's easily sorted out. (and not too expensive!)
sadness,@Lil_maggie you okay? i miss you @tanyadenalilove im sad you didnt text todayh
sadness,#3wordsaftersex it hurts now
sadness,@DontLetGo14 at home  im so lonely here...
sadness,"what is love!? baby don't hurt me, don't hurt me, no more. I WANT TO WATCH 'NIGHT AT THE RUXBURY' RIGHT NOW!!!!"
sadness,Its too early
sadness,My computer is being killed by a combo of mirrors edge and really poor win7 thermal management...75c gpu = one sad game
sadness,"@Kingsrockandrol I'm a bit down zoe cos I'm off to bed soon, so I will miss this gorgeous weather, were having  what you up too today? X"
sadness,"@Lmhustle4life Shit none. But yea last weekend was crazy, i think i partied to hard, thats why im sic."
sadness,@itstayloryall Im so sad we missed you at Family Reunion!!
sadness,"@1825remnant, i missed everyone tonight"
sadness,Ugh our two week push to produce a six pack has produced nothing but pain!
sadness,ooh i feel so sleepy... its 10:24 a.m. and i dont wanna go to school 2day  but i have to...
sadness,@love2reed thx girl! I just now woke up! I cnt believe I'm sick!! Now I have a fever... Wish I could pound nyquil  This sucks.
sadness,Wrong button  ... My music biz building that is.
sadness,really annoyed that work appear to have blocked facebook now...
sadness,"its friday!  well, technically anyway...but its really thursday for me.  dang having to work saturday mornings"
sadness,@AyeBloodyRight Taking the souls of your friends and family and watching them die is a nightmare. Trust me
sadness,missin my bro..
sadness,@DarynJones Your youtube account is down.
sadness,still sick  @ Home http://loopt.us/iArPRg.t
sadness,not feeling too great today
sadness,you ever come across something that reminds you alot of the one person that completely broke your heart? cause i just did
sadness,my party is wiped out they be all dead and stuff
sadness,"@Branwen6277 I'm better today.  Yesterday was really hard.  It's still just so unbelievable.  I miss him, too... and probably always will."
sadness,is lonely in need of company
sadness,@dameenrouge I have been to Tara Thai a few times for friend's birthdays and the food I had was pretty bad.
sadness,hates continually getting sick whenever he has exams
sadness,"I want to ride my bicycle today, but it's too cold and cloudy today  http://snipurl.com/izzsn"
sadness,stupid weather
sadness,Why cant a girl just like me for who i am and not whats in my walet?
sadness,"Good Morning, it's beautiful here today. Shame I'm going to spend most of the day being an unpaid taxi driver."
sadness,Why Telstra Why do you are biggest Teleco have to be so greedy  we need fast Internet and NO Download Caps!
sadness,@Velf79 Missed you last night hon
sadness,@ab_normal Shucks!  Sorry!  Sometimes I get wrapped up in FB and forget to check  how you doin'?
sadness,very disappointed in him    gonna have to sleep it off....
sadness,4am foodshopping cause I was sick all day and was in hospitals  being alone blows
sadness,is seriously heartbroken!!!
sadness,@NellaGrl ...being lonely all the time.
sadness,"@drinkins I'm suffering from the Internet that works bad, only sites hosted on russian servers are available for me"
sadness,Epic ocd moment? I deleted my sims file that i spent hours building just because i set his favorite food wrong
sadness,Heading home. Could really have done without banging my head on the way into the bus
sadness,Doing uni work all weekend. Fun times
sadness,@_enzo blech... thats a fail when you're receiving dollars. I quoted a job in USD last month. i'm getting paid now = major losses
sadness,"@aliwise TMZ HARVEY LEVIN, OR TYPE....TMZ IN ...FIND PEOPLE   ~~~~"
sadness,@veronicasmusic When are you guys coming back to do a tour in Oz? I missed you when you were here earlier this year   Made me sad
sadness,"hmm. I'm disappointed. I made 2 servings, and I am only able to enjoy one because my stomach is now full  wishing I had company to help."
sadness,its taking foreverrr for @jess_0000 to get here  im bored..
sadness,what a waste of lives ... http://tr.im/mLou
sadness,"@mjh81 I know man, my day off and am pulling myself out of bed"
sadness,boo for all the season finales..
sadness,"@OpheliaPunk nothing  it's sad, actually"
sadness,likes being friends but it hurts when u love your friend but the feelings arent the same. trying to sleep. has to really try to give up.
sadness,"@TheLastDoctor He was creepy for me at first, but I did really grow to like him. I cried like a baby when he and Tosh died."
sadness,@chantalclaret D; You get hate tweets  that's sasd.
sadness,is suprisingly okay. or possibly still drunk. goodbyes suck though
sadness,i wanna go out
sadness,"it's overwhelming how i'm finally catching up with my cousin/bff since i was three who i haven't seen in years. ah, memories. miss her"
sadness,SF felt WAY too intense for me tonight. Hope that doesn't keep up. Upset with myself for not hanging with @fascinated and pearl
sadness,"@divabat so sorry to hear that.  I lost two hard drives this year, I know the feeling"
sadness,So many farewell parties! sad to see people leaving ..
sadness,im the only ho that didnt go to tigerheat tonite
sadness,not to be too macabre but its hard to believe we dropped a real nuclear weapon on real japanese humans.  http://ow.ly/9NRu #warisfucked
sadness,@notmywords yup-unfortunately  Took today off work and just slept all day.
sadness,is feeling so bored... i miss school time
sadness,Cant sleeeeep &amp; i miss my long hairrr
sadness,mom is ok so far. just missing jaron
sadness,Listing to old jb music.... Going bck to 2006&amp;2007 &lt;33 i miss tht
sadness,"Just woke up &amp; can't go back to sleep. Had a txt from the bff sayin if you're up call me, sounds important but that was 4 hours ago"
sadness,My truss failing  http://yfrog.com/154upj
sadness,Trending Topics on Twitter used to useful. Now they're just like middle schoolers passing around notes cause class is boring.
sadness,@helloinsightful CEREAL DOESNT COME WITH TOYS ANYMORE!. i jus been thinkin i was buyin the wrong kinds  say it aint so Mo.
sadness,Another boring meeting to attend
sadness,damn i missed @xsparkage's blogtv  i hope it was funsies?
sadness,I miss Cary and want to drink some chocolate milk with him.
sadness,@JasonVonBerg thats the crazy part - was for 16:30. but reasons include &quot;full schedule&quot; &amp; &quot;travelling with his daughter&quot;... So. Not. Cool
sadness,NOW IM SAD BUT IM NOT GIVING IN FIRST..I DIDNT DO NOTHING!!!!    :**-(
sadness,"Also, anyone else hayfevery today??? I've only been awake for 40mins and sufferin already"
sadness,I'm glad that all got cleared up.  I lah you!  Idk why Linda hates me though..
sadness,@alexandramusic morning Alex hope you will be tweeting lots today as we do miss you when you aren't on here  xx
sadness,@TheeRealFDHC Sorry to hear that man  He is were the bullshit cant reach him now. My heart goes out to you and your family.
sadness,"Um, why arent episodes 1-14 of Lost season 5 on abc?!  Good thing Im going to Vegas in the am to keep me distracted from this tragedy."
sadness,Mom has left... again
sadness,"... need retail therapy, bad. AHHH.....gimme money geebus"
sadness,cant sleep  so tired! goodnight... maybe :/
sadness,"@dtothealex really... I'm an alumnus, and I don't know myself! and we didn't have Macs yet when I was there..."
sadness,"Back to LA from Las Vagas, Nice Trip , Nice Food ....but lose $100 with Slot Machine..."
sadness,wowowee willie of fortune is just making me depressed  damn love.
sadness,"Desperately wishing I could sleep - But I am too frazzled about my Gma, and can't sleep.. :'( It's really bad tonight  xx"
sadness,3 hours of sleep and a mild hangover = carelessness and the loss of a brand new ipod pouch
sadness,"Wee laddie's been SO upset for about 2 hours. Tried soothing him in bed, nursing, etc. Nope. Up at 3:30am for real food. Blue Clues now."
sadness,@madeofhoney1 im sorry. i dont wanna cuz of how u act. u just turn right around and ignore me and all that
sadness,had my lip pierced for about 30 minutes.  and then it died.
sadness,why not everything workout as you planned.
sadness,I wanted to see the story on ACORN tonight on Glen Beck but I missed it
sadness,"@kpatthethird FML dad didnt leave me any moneyz, so i have 2 wait till he gets home   call me when you finish work?"
sadness,I miss Feb 23rd 2008  best night of my whole entire fucking life. I'd rather re-live that night then win $1million.
sadness,"@harneet @RangitaNandy as a kid, i remember searching with the local video store owner in a godown , got a video tape with fungus badluck"
sadness,#freakyfriday Slipped in the shower and fell. Lucky to escape with just a couple of concussions!
sadness,Damn I failed in my assassination attempt on Louis  re: http://ff.im/3mrIM
sadness,@displayspook damn i missed it too
sadness,is having headache and colds...
sadness,I'm sooo lost without my car  This is truly depressing. Pregnant people should NEVER be this stressed out!
sadness,@jessiimiica I am like the most saddest person on jtv right now because you are not on
sadness,"Heathrow Connect is ?????®7.40,i thought it was a bargain (express is 15),but then it terminated at Hayes/Harlington and i had to take a bus"
